local_file_inclusion_paths, lfi_path
*/etc/login.defs*, yes
*/etc/logrotate.conf*, yes
*/etc/ltrace.conf*, yes
*/etc/mail/sendmail.conf*, yes
*/etc/mandrake-release*, yes
*/etc/manpath.config*, yes
*/etc/miredo.conf*, yes
*/etc/miredo/miredo.conf*, yes
*/etc/miredo/miredo-server.conf*, yes
*/etc/miredo-server.conf*, yes
*/etc/modules*, yes
*/etc/mono/config*, yes
*/etc/motd*, yes
*/etc/mtab*, yes
*/etc/mtools.conf*, yes
*/etc/muddleftpd.com*, yes
*/etc/muddleftpd/muddleftpd.conf*, yes
*/etc/muddleftpd/muddleftpd.passwd*, yes
*/etc/muddleftpd/mudlog*, yes
*/etc/muddleftpd/mudlogd.conf*, yes
*/etc/muddleftpd/passwd*, yes
*/etc/my.cnf*, yes
*/etc/mysql/my.cnf*, yes
*/etc/networks*, yes
*/etc/nginx/nginx.conf*, yes
*/etc/openldap/ldap.conf*, yes
*/etc/os-release*, yes
*/etc/osxhttpd/osxhttpd.conf*, yes
*/etc/pam.conf*, yes
*/etc/passwd*, yes
*/etc/passwd-*, yes
*/etc/passwd~*, yes
*/etc/password.master*, yes
*/etc/php4/apache2/php.ini*, yes
*/etc/php4/apache/php.ini*, yes
*/etc/php4/cgi/php.ini*, yes
*/etc/php5/apache2/php.ini*, yes
*/etc/php5/apache/php.ini*, yes
*/etc/php5/cgi/php.ini*, yes
*/etc/php/apache2/php.ini*, yes
*/etc/php/apache/php.ini*, yes
*/etc/php/cgi/php.ini*, yes
*/etc/php.ini*, yes
*/etc/phpmyadmin/config.inc.php*, yes
*/etc/php/php4/php.ini*, yes
*/etc/php/php.ini*, yes
*/etc/postgresql/pg_hba.conf*, yes
*/etc/postgresql/postgresql.conf*, yes
*/etc/profile*, yes
*/etc/proftp.conf*, yes
*/etc/proftpd/modules.conf*, yes
*/etc/protpd/proftpd.conf*, yes
*/etc/pulse/client.conf*, yes
*/etc/pure-ftpd.conf*, yes
*/etc/pureftpd.passwd*, yes
*/etc/pureftpd.pdb*, yes
*/etc/pure-ftpd/pure-ftpd.conf*, yes
*/etc/pure-ftpd/pure-ftpd.pdb*, yes
*/etc/pure-ftpd/pureftpd.pdb*, yes
*/etc/rc.conf*, yes
*/etc/redhat-release*, yes
*/etc/resolv.conf*, yes
*/etc/samba/dhcp.conf*, yes
*/etc/samba/netlogon*, yes
*/etc/samba/private/smbpasswd*, yes
*/etc/samba/samba.conf*, yes
*/etc/samba/smb.conf*, yes
*/etc/samba/smb.conf.user*, yes
*/etc/samba/smbpasswd*, yes
*/etc/samba/smbusers*, yes
*/etc/security/access.conf*, yes
*/etc/security/environ*, yes
*/etc/security/failedlogin*, yes
*/etc/security/group*, yes
*/etc/security/group.conf*, yes
*/etc/security/lastlog*, yes
*/etc/security/limits*, yes
*/etc/security/limits.conf*, yes
*/etc/security/namespace.conf*, yes
*/etc/security/opasswd*, yes
*/etc/security/pam_env.conf*, yes
*/etc/security/passwd*, yes
*/etc/security/passwd*, yes
*/etc/security/sepermit.conf*, yes
*/etc/security/time.conf*, yes
*/etc/security/user*, yes
*/etc/sensors3.conf*, yes
*/etc/sensors.conf*, yes
*/etc/shadow*, yes
*/etc/shadow-*, yes
*/etc/shadow~*, yes
*/etc/slackware-release*, yes
*/etc/smb.conf*, yes
*/etc/smbpasswd*, yes
*/etc/smi.conf*, yes
*/etc/squirrelmail/apache.conf*, yes
*/etc/squirrelmail/config/config.php*, yes
*/etc/squirrelmail/config_default.php*, yes
*/etc/squirrelmail/config_local.php*, yes
*/etc/squirrelmail/config.php*, yes
*/etc/squirrelmail/default_pref*, yes
*/etc/squirrelmail/filters_setup.php*, yes
*/etc/squirrelmail/index.php*, yes
*/etc/squirrelmail/sqspell_config.php*, yes
*/etc/ssh/sshd_config*, yes
*/etc/sso/sso_config.ini*, yes
*/etc/stunnel/stunnel.conf*, yes
*/etc/sudoers*, yes
*/etc/SUSE-release*, yes
*/etc/sysconfig/network-scripts/ifcfg-eth0*, yes
*/etc/sysctl.conf*, yes
*/etc/syslog.conf*, yes
*/etc/timezone*, yes
*/etc/tinyproxy/tinyproxy.conf*, yes
*/etc/tor/tor-tsocks.conf*, yes
*/etc/tsocks.conf*, yes
*/etc/updatedb.conf*, yes
*/etc/updatedb.conf.BeforeVMwareToolsInstall*, yes
*/etc/utmp*, yes
*/etc/vhcs2/proftpd/proftpd.conf*, yes
*/etc/vmware-tools/config*, yes
*/etc/vmware-tools/tpvmlp.conf*, yes
*/etc/vmware-tools/vmware-tools-libraries.conf*, yes
*/etc/vsftpd.chroot_list*, yes
*/etc/vsftpd.conf*, yes
*/etc/vsftpd/vsftpd.conf*, yes
*/etc/webmin/miniserv.conf*, yes
*/etc/webmin/miniserv.users*, yes
*/etc/wicd/dhclient.conf.template.default*, yes
*/etc/wicd/manager-settings.conf*, yes
*/etc/wicd/wired-settings.conf*, yes
*/etc/wicd/wireless-settings.conf*, yes
*/etc/wu-ftpd/ftpaccess*, yes
*/etc/wu-ftpd/ftphosts*, yes
*/etc/wu-ftpd/ftpusers*, yes
*/etc/X11/xorg.conf*, yes
*/etc/X11/xorg.conf.BeforeVMwareToolsInstall*, yes
*/etc/X11/xorg.conf.orig*, yes
*/etc/X11/xorg.conf-vesa*, yes
*/etc/X11/xorg.conf-vmware*, yes
*/home2/bin/stable/apache/php.ini*, yes
*/home2binstableapachephp.ini*, yes
*/home/bin/stable/apache/php.ini*, yes
*/homebinstableapachephp.ini*, yes
*/home/postgres/data/pg_hba.conf*, yes
*/home/postgres/data/pg_ident.conf*, yes
*/home/postgres/data/PG_VERSION*, yes
*/home/postgres/data/postgresql.conf*, yes
*/home/user/lighttpd/lighttpd.conf*, yes
*/http/httpd.conf*, yes
*/[JBOSS]/server/default/conf/jboss-minimal.xml*, yes
*/[JBOSS]/server/default/conf/jboss-service.xml*, yes
*/[JBOSS]/server/default/conf/jndi.properties*, yes
*/[JBOSS]/server/default/conf/log4j.xml*, yes
*/[JBOSS]/server/default/conf/login-config.xml*, yes
*/[JBOSS]/server/default/conf/server.log.properties*, yes
*/[JBOSS]/server/default/conf/standardjaws.xml*, yes
*/[JBOSS]/server/default/conf/standardjboss.xml*, yes
*/[JBOSS]/server/default/deploy/jboss-logging.xml*, yes
*/[JBOSS]/server/default/log/boot.log*, yes
*/[JBOSS]/server/default/log/server.log*, yes
*/Library/WebServer/Documents/default.htm*, yes
*/Library/WebServer/Documents/default.html*, yes
*/Library/WebServer/Documents/default.php*, yes
*/Library/WebServer/Documents/.htaccess*, yes
*/Library/WebServer/Documents/index.htm*, yes
*/Library/WebServer/Documents/index.html*, yes
*/Library/WebServer/Documents/index.php*, yes
*/logs/access.log*, yes
*/logs/access_log*, yes
*/logs/error.log*, yes
*/logs/error_log*, yes
*/logs/pure-ftpd.log*, yes
*/logs/security_debug_log*, yes
*/logs/security_log*, yes
*/mysql/bin/my.ini*, yes
*/MySQL/data/{HOST}.err*, yes
*/MySQL/data/mysql-bin.index*, yes
*/MySQL/data/mysql-bin.log*, yes
*/MySQL/data/mysql.err*, yes
*/MySQL/data/mysql.log*, yes
*/MySQL/my.cnf*, yes
*/MySQL/my.ini*, yes
*/NetServer/bin/stable/apache/php.ini*, yes
*/NetServerbinstableapachephp.ini*, yes
*/opt/apache22/conf/httpd.conf*, yes
*/opt/apache2/apache2.conf*, yes
*/opt/apache2/apache.conf*, yes
*/opt/apache2/conf/apache2.conf*, yes
*/opt/apache2/conf/apache.conf*, yes
*/opt/apache2/conf/httpd.conf*, yes
*/opt/apache/apache2.conf*, yes
*/opt/apache/apache.conf*, yes
*/opt/apache/conf/apache2.conf*, yes
*/opt/apache/conf/apache.conf*, yes
*/opt/apache/conf/httpd.conf*, yes
*/opt/httpd/apache2.conf*, yes
*/opt/httpd/apache.conf*, yes
*/opt/httpd/conf/apache2.conf*, yes
*/opt/httpd/conf/apache.conf*, yes
*/opt/[JBOSS]/server/default/conf/jboss-minimal.xml*, yes
*/opt/[JBOSS]/server/default/conf/jboss-service.xml*, yes
*/opt/[JBOSS]/server/default/conf/jndi.properties*, yes
*/opt/[JBOSS]/server/default/conf/log4j.xml*, yes
*/opt/[JBOSS]/server/default/conf/login-config.xml*, yes
*/opt/[JBOSS]/server/default/conf/server.log.properties*, yes
*/opt/[JBOSS]/server/default/conf/standardjaws.xml*, yes
*/opt/[JBOSS]/server/default/conf/standardjboss.xml*, yes
*/opt/[JBOSS]/server/default/deploy/jboss-logging.xml*, yes
*/opt/[JBOSS]/server/default/log/boot.log*, yes
*/opt/[JBOSS]/server/default/log/server.log*, yes
*/opt/lampp/etc/httpd.conf*, yes
*/opt/lampp/logs/access.log*, yes
*/opt/lampp/logs/access_log*, yes
*/opt/lampp/logs/error.log*, yes
*/opt/lampp/logs/error_log*, yes
*/opt/lsws/conf/httpd_conf.xml*, yes
*/opt/lsws/logs/access.log*, yes
*/opt/lsws/logs/error.log*, yes
*/opt/tomcat/logs/catalina.err*, yes
*/opt/tomcat/logs/catalina.out*, yes
*/opt/xampp/etc/php.ini*, yes
*/opt/xampp/logs/access.log*, yes
*/opt/xampp/logs/access_log*, yes
*/opt/xampp/logs/error.log*, yes
*/opt/xampp/logs/error_log*, yes
*/private/etc/httpd/apache2.conf*, yes
*/private/etc/httpd/apache.conf*, yes
*/private/etc/httpd/httpd.conf*, yes
*/private/etc/httpd/httpd.conf.default*, yes
*/private/etc/squirrelmail/config/config.php*, yes
*/private/tmp/[JBOSS]/server/default/conf/jboss-minimal.xml*, yes
*/private/tmp/[JBOSS]/server/default/conf/jboss-service.xml*, yes
*/private/tmp/[JBOSS]/server/default/conf/jndi.properties*, yes
*/private/tmp/[JBOSS]/server/default/conf/log4j.xml*, yes
*/private/tmp/[JBOSS]/server/default/conf/login-config.xml*, yes
*/private/tmp/[JBOSS]/server/default/conf/server.log.properties*, yes
*/private/tmp/[JBOSS]/server/default/conf/standardjaws.xml*, yes
*/private/tmp/[JBOSS]/server/default/conf/standardjboss.xml*, yes
*/private/tmp/[JBOSS]/server/default/deploy/jboss-logging.xml*, yes
*/private/tmp/[JBOSS]/server/default/log/boot.log*, yes
*/private/tmp/[JBOSS]/server/default/log/server.log*, yes
*/proc/cpuinfo*, yes
*/proc/devices*, yes
*/proc/meminfo*, yes
*/proc/net/tcp*, yes
*/proc/net/udp*, yes
*/proc/self/cmdline*, yes
*/proc/self/environ*, yes
*/proc/self/mounts*, yes
*/proc/self/stat*, yes
*/proc/self/status*, yes
*/proc/version*, yes
*/Program Files/Apache Group/Apache2/conf/apache2.conf*, yes
*/Program Files/Apache Group/Apache2/conf/apache.conf*, yes
*/Program Files/Apache Group/Apache2/conf/httpd.conf*, yes
*/Program FilesApache GroupApache2confhttpd.conf*, yes
*/Program Files/Apache Group/Apache/apache2.conf*, yes
*/Program Files/Apache Group/Apache/apache.conf*, yes
*/Program Files/Apache Group/Apache/conf/apache2.conf*, yes
*/Program Files/Apache Group/Apache/conf/apache.conf*, yes
*/Program Files/Apache Group/Apache/conf/httpd.conf*, yes
*/Program FilesApache GroupApacheconfhttpd.conf*, yes
*/Program Files/Apache Group/Apache/logs/access.log*, yes
*/Program FilesApache GroupApachelogsaccess.log*, yes
*/Program Files/Apache Group/Apache/logs/error.log*, yes
*/Program FilesApache GroupApachelogserror.log*, yes
*/Program Files/[JBOSS]/server/default/conf/jboss-minimal.xml*, yes
*/Program Files/[JBOSS]/server/default/conf/jboss-service.xml*, yes
*/Program Files/[JBOSS]/server/default/conf/jndi.properties*, yes
*/Program Files/[JBOSS]/server/default/conf/log4j.xml*, yes
*/Program Files/[JBOSS]/server/default/conf/login-config.xml*, yes
*/Program Files/[JBOSS]/server/default/conf/server.log.properties*, yes
*/Program Files/[JBOSS]/server/default/conf/standardjaws.xml*, yes
*/Program Files/[JBOSS]/server/default/conf/standardjboss.xml*, yes
*/Program Files/[JBOSS]/server/default/deploy/jboss-logging.xml*, yes
*/Program Files/[JBOSS]/server/default/log/boot.log*, yes
*/Program Files/[JBOSS]/server/default/log/server.log*, yes
*/Program Files/MySQL/data/{HOST}.err*, yes
*/Program Files/MySQL/data/mysql-bin.index*, yes
*/Program Files/MySQL/data/mysql-bin.log*, yes
*/Program Files/MySQL/data/mysql.err*, yes
*/Program Files/MySQL/data/mysql.log*, yes
*/Program Files/MySQL/my.cnf*, yes
*/Program Files/MySQL/my.ini*, yes
*/Program Files/Vidalia Bundle/Polipo/polipo.conf*, yes
*/Program Files/xampp/apache/conf/apache2.conf*, yes
*/Program Files/xampp/apache/conf/apache.conf*, yes
*/Program Files/xampp/apache/conf/httpd.conf*, yes
*/Program Filesxamppapacheconfhttpd.conf*, yes
*/root/.bash_config*, yes
*/root/.bash_history*, yes
*/root/.bash_logout*, yes
*/root/.bashrc*, yes
*/root/.ksh_history*, yes
*/root/.Xauthority*, yes
*/srv/www/htdos/squirrelmail/config/config.php*, yes
*/tmp/access.log*, yes
*/tmp/[JBOSS]/server/default/conf/jboss-minimal.xml*, yes
*/tmp/[JBOSS]/server/default/conf/jboss-service.xml*, yes
*/tmp/[JBOSS]/server/default/conf/jndi.properties*, yes
*/tmp/[JBOSS]/server/default/conf/log4j.xml*, yes
*/tmp/[JBOSS]/server/default/conf/login-config.xml*, yes
*/tmp/[JBOSS]/server/default/conf/server.log.properties*, yes
*/tmp/[JBOSS]/server/default/conf/standardjaws.xml*, yes
*/tmp/[JBOSS]/server/default/conf/standardjboss.xml*, yes
*/tmp/[JBOSS]/server/default/deploy/jboss-logging.xml*, yes
*/tmp/[JBOSS]/server/default/log/boot.log*, yes
*/tmp/[JBOSS]/server/default/log/server.log*, yes
*/usr/apache2/conf/httpd.conf*, yes
*/usr/apache/conf/httpd.conf*, yes
*/usr/etc/pure-ftpd.conf*, yes
*/usr/home/user/lighttpd/lighttpd.conf*, yes
*/usr/home/user/var/log/apache.log*, yes
*/usr/home/user/var/log/lighttpd.error.log*, yes
*/usr/internet/pgsql/data/pg_hba.conf*, yes
*/usr/internet/pgsql/data/postmaster.log*, yes
*/usr/lib/cron/log*, yes
*/usr/lib/php.ini*, yes
*/usr/lib/php/php.ini*, yes
*/usr/lib/security/mkuser.default*, yes
*/usr/local/apache22/conf/httpd.conf*, yes
*/usr/local/apache22/httpd.conf*, yes
*/usr/local/apache2/apache2.conf*, yes
*/usr/local/apache2/apache.conf*, yes
*/usr/local/apache2/conf/apache2.conf*, yes
*/usr/local/apache2/conf/apache.conf*, yes
*/usr/local/apache2/conf/extra/httpd-ssl.conf*, yes
*/usr/local/apache2/conf/httpd.conf*, yes
*/usr/local/apache2/conf/modsec.conf*, yes
*/usr/local/apache2/conf/ssl.conf*, yes
*/usr/local/apache2/conf/vhosts.conf*, yes
*/usr/local/apache2/conf/vhosts-custom.conf*, yes
*/usr/local/apache2/httpd.conf*, yes
*/usr/local/apache2/logs/access.log*, yes
*/usr/local/apache2/logs/access_log*, yes
*/usr/local/apache2/logs/audit_log*, yes
*/usr/local/apache2/logs/error.log*, yes
*/usr/local/apache2/logs/error_log*, yes
*/usr/local/apache2/logs/lighttpd.error.log*, yes
*/usr/local/apache2/logs/lighttpd.log*, yes
*/usr/local/apache/apache2.conf*, yes
*/usr/local/apache/apache.conf*, yes
*/usr/local/apache/conf/access.conf*, yes
*/usr/local/apache/conf/apache2.conf*, yes
*/usr/local/apache/conf/apache.conf*, yes
*/usr/local/apache/conf/httpd.conf*, yes
*/usr/local/apache/conf/httpd.conf.default*, yes
*/usr/local/apache/conf/modsec.conf*, yes
*/usr/local/apache/conf/php.ini*, yes
*/usr/local/apache/conf/vhosts.conf*, yes
*/usr/local/apache/conf/vhosts-custom.conf*, yes
*/usr/local/apache/httpd.conf*, yes
*/usr/local/apache/logs/access.log*, yes
*/usr/local/apache/logs/access_log*, yes
*/usr/local/apache/logs/audit_log*, yes
*/usr/local/apache/logs/error.log*, yes
*/usr/local/apache/logs/error_log*, yes
*/usr/local/apache/logs/lighttpd.error.log*, yes
*/usr/local/apache/logs/lighttpd.log*, yes
*/usr/local/apache/logs/mod_jk.log*, yes
*/usr/local/apps/apache22/conf/httpd.conf*, yes
*/usr/local/apps/apache2/conf/httpd.conf*, yes
*/usr/local/apps/apache/conf/httpd.conf*, yes
*/usr/local/cpanel/logs*, yes
*/usr/local/cpanel/logs/access_log*, yes
*/usr/local/cpanel/logs/error_log*, yes
*/usr/local/cpanel/logs/license_log*, yes
*/usr/local/cpanel/logs/login_log*, yes
*/usr/local/cpanel/logs/stats_log*, yes
*/usr/local/etc/apache22/conf/httpd.conf*, yes
*/usr/local/etc/apache22/httpd.conf*, yes
*/usr/local/etc/apache2/conf/httpd.conf*, yes
*/usr/local/etc/apache2/httpd.conf*, yes
*/usr/local/etc/apache2/vhosts.conf*, yes
*/usr/local/etc/apache/conf/httpd.conf*, yes
*/usr/local/etc/apache/httpd.conf*, yes
*/usr/local/etc/apache/vhosts.conf*, yes
*/usr/local/etc/httpd/conf*, yes
*/usr/local/etc/httpd/conf/httpd.conf*, yes
*/usr/local/etc/lighttpd.conf*, yes
*/usr/local/etc/lighttpd.conf.new*, yes
*/usr/local/etc/nginx/nginx.conf*, yes
*/usr/local/etc/php.ini*, yes
*/usr/local/etc/pure-ftpd.conf*, yes
*/usr/local/etc/pureftpd.pdb*, yes
*/usr/local/etc/smb.conf*, yes
*/usr/local/etc/webmin/miniserv.conf*, yes
*/usr/local/etc/webmin/miniserv.users*, yes
*/usr/local/httpd/conf/httpd.conf*, yes
*/usr/local/jakarta/dist/tomcat/conf/context.xml*, yes
*/usr/local/jakarta/dist/tomcat/conf/jakarta.conf*, yes
*/usr/local/jakarta/dist/tomcat/conf/logging.properties*, yes
*/usr/local/jakarta/dist/tomcat/conf/server.xml*, yes
*/usr/local/jakarta/dist/tomcat/conf/workers.properties*, yes
*/usr/local/jakarta/dist/tomcat/logs/mod_jk.log*, yes
*/usr/local/jakarta/tomcat/conf/context.xml*, yes
*/usr/local/jakarta/tomcat/conf/jakarta.conf*, yes
*/usr/local/jakarta/tomcat/conf/logging.properties*, yes
*/usr/local/jakarta/tomcat/conf/server.xml*, yes
*/usr/local/jakarta/tomcat/conf/workers.properties*, yes
*/usr/local/jakarta/tomcat/logs/catalina.err*, yes
*/usr/local/jakarta/tomcat/logs/catalina.out*, yes
*/usr/local/jakarta/tomcat/logs/mod_jk.log*, yes
*/usr/local/[JBOSS]/server/default/conf/jboss-minimal.xml*, yes
*/usr/local/[JBOSS]/server/default/conf/jboss-service.xml*, yes
*/usr/local/[JBOSS]/server/default/conf/jndi.properties*, yes
*/usr/local/[JBOSS]/server/default/conf/log4j.xml*, yes
*/usr/local/[JBOSS]/server/default/conf/login-config.xml*, yes
*/usr/local/[JBOSS]/server/default/conf/server.log.properties*, yes
*/usr/local/[JBOSS]/server/default/conf/standardjaws.xml*, yes
*/usr/local/[JBOSS]/server/default/conf/standardjboss.xml*, yes
*/usr/local/[JBOSS]/server/default/deploy/jboss-logging.xml*, yes
*/usr/local/[JBOSS]/server/default/log/boot.log*, yes
*/usr/local/[JBOSS]/server/default/log/server.log*, yes
*/usr/local/lib/php.ini*, yes
*/usr/local/lighttpd/conf/lighttpd.conf*, yes
*/usr/local/lighttpd/log/access.log*, yes
*/usr/local/lighttpd/log/lighttpd.error.log*, yes
*/usr/local/logs/access.log*, yes
*/usr/local/logs/samba.log*, yes
*/usr/local/lsws/conf/httpd_conf.xml*, yes
*/usr/local/lsws/logs/error.log*, yes
*/usr/local/mysql/data/{HOST}.err*, yes
*/usr/local/mysql/data/mysql-bin.index*, yes
*/usr/local/mysql/data/mysql-bin.log*, yes
*/usr/local/mysql/data/mysqlderror.log*, yes
*/usr/local/mysql/data/mysql.err*, yes
*/usr/local/mysql/data/mysql.log*, yes
*/usr/local/mysql/data/mysql-slow.log*, yes
*/usr/local/nginx/conf/nginx.conf*, yes
*/usr/local/pgsql/bin/pg_passwd*, yes
*/usr/local/pgsql/data/passwd*, yes
*/usr/local/pgsql/data/pg_hba.conf*, yes
*/usr/local/pgsql/data/pg_log*, yes
*/usr/local/pgsql/data/postgresql.conf*, yes
*/usr/local/pgsql/data/postgresql.log*, yes
*/usr/local/php4/apache2.conf*, yes
*/usr/local/php4/apache2.conf.php*, yes
*/usr/local/php4/apache.conf*, yes
*/usr/local/php4/apache.conf.php*, yes
*/usr/local/php4/httpd.conf*, yes
*/usr/local/php4/httpd.conf.php*, yes
*/usr/local/php4/lib/php.ini*, yes
*/usr/local/php5/apache2.conf*, yes
*/usr/local/php5/apache2.conf.php*, yes
*/usr/local/php5/apache.conf*, yes
*/usr/local/php5/apache.conf.php*, yes
*/usr/local/php5/httpd.conf*, yes
*/usr/local/php5/httpd.conf.php*, yes
*/usr/local/php5/lib/php.ini*, yes
*/usr/local/php/apache2.conf*, yes
*/usr/local/php/apache2.conf.php*, yes
*/usr/local/php/apache.conf*, yes
*/usr/local/php/apache.conf.php*, yes
*/usr/local/php/httpd.conf*, yes
*/usr/local/php/httpd.conf.php*, yes
*/usr/local/php/lib/php.ini*, yes
*/usr/local/psa/admin/conf/php.ini*, yes
*/usr/local/psa/admin/conf/site_isolation_settings.ini*, yes
*/usr/local/psa/admin/htdocs/domains/databases/phpMyAdmin/libraries/config.default.php*, yes
*/usr/local/psa/admin/logs/httpsd_access_log*, yes
*/usr/local/psa/admin/logs/panel.log*, yes
*/usr/local/pureftpd/etc/pure-ftpd.conf*, yes
*/usr/local/pureftpd/etc/pureftpd.pdb*, yes
*/usr/local/pureftpd/sbin/pure-config.pl*, yes
*/usr/local/samba/lib/log.user*, yes
*/usr/local/samba/lib/smb.conf.user*, yes
*/usr/local/sb/config*, yes
*/usr/local/Zend/etc/php.ini*, yes
*/usr/local/zeus/web/global.cfg*, yes
*/usr/local/zeus/web/log/errors*, yes
*/usr/pkg/etc/httpd/httpd.conf*, yes
*/usr/pkg/etc/httpd/httpd-default.conf*, yes
*/usr/pkg/etc/httpd/httpd-vhosts.conf*, yes
*/usr/pkgsrc/net/pureftpd/*, yes
*/usr/pkgsrc/net/pureftpd/pure-ftpd.conf*, yes
*/usr/pkgsrc/net/pureftpd/pureftpd.passwd*, yes
*/usr/pkgsrc/net/pureftpd/pureftpd.pdb*, yes
*/usr/ports/contrib/pure-ftpd/*, yes
*/usr/ports/contrib/pure-ftpd/pure-ftpd.conf*, yes
*/usr/ports/contrib/pure-ftpd/pureftpd.passwd*, yes
*/usr/ports/contrib/pure-ftpd/pureftpd.pdb*, yes
*/usr/ports/ftp/pure-ftpd/*, yes
*/usr/ports/ftp/pure-ftpd/pure-ftpd.conf*, yes
*/usr/ports/ftp/pure-ftpd/pureftpd.passwd*, yes
*/usr/ports/ftp/pure-ftpd/pureftpd.pdb*, yes
